City,State,Abbrev,Latitude,Longitude,Per_1k,Population,Total
Tieton,WASHINGTON,WA,46.7021,-120.7554,1.526717557,1310,2
Toledo,WASHINGTON,WA,46.4401,-122.8468,3.973509934,755,3
Tonasket,WASHINGTON,WA,48.7052,-119.439,3.561887801,1123,4
Toppenish,WASHINGTON,WA,46.3775,-120.3089,1.798156889,8898,16
Tukwila,WASHINGTON,WA,47.4627,-122.2559,4.18966877,20288,85
Tumwater,WASHINGTON,WA,47.0078,-122.9111,1.538132878,23405,36
Twisp,WASHINGTON,WA,48.3635,-120.1223,3.121748179,961,3
Union Gap,WASHINGTON,WA,46.5573,-120.4751,3.407431446,6163,21
University Place,WASHINGTON,WA,47.2,-122.53,0.503808197,33743,17
Vancouver,WASHINGTON,WA,45.6307,-122.6745,1.452866314,177580,258
Walla Walla,WASHINGTON,WA,46.065,-118.3303,2.339998784,32906,77
Wapato,WASHINGTON,WA,46.4476,-120.4203,1.585728444,5045,8
Warden,WASHINGTON,WA,46.9676,-119.0396,1.463593121,2733,4
Washougal,WASHINGTON,WA,45.582,-122.348,1.630196251,15949,26
Wenatchee,WASHINGTON,WA,47.4235,-120.3103,1.4633147,34169,50
West Richland,WASHINGTON,WA,46.3043,-119.3614,1.532107647,15012,23
Westport,WASHINGTON,WA,46.8898,-124.1104,3.90815828,2047,8
White Salmon,WASHINGTON,WA,45.7276,-121.4865,2.322880372,2583,6
Winlock,WASHINGTON,WA,46.4924,-122.9388,1.473839352,1357,2
Winthrop,WASHINGTON,WA,48.4779,-120.1862,6.756756757,444,3
Woodinville,WASHINGTON,WA,47.7546,-122.1589,1.563399984,12153,19
Woodland,WASHINGTON,WA,45.911,-122.7408,1.766217084,6228,11
Yakima,WASHINGTON,WA,46.6016,-120.5108,1.841228621,93959,173
Yelm,WASHINGTON,WA,46.9414,-122.6064,1.789850495,9498,17
Zillah,WASHINGTON,WA,46.4021,-120.262,2.867155145,3139,9
Alderson,WEST VIRGINIA,WV,37.7223,-80.6466,3.475238923,1151,4
Anmoore,WEST VIRGINIA,WV,39.2568,-80.2923,2.684563758,745,2
Ansted,WEST VIRGINIA,WV,38.1364,-81.0994,2.230483271,1345,3
Athens,WEST VIRGINIA,WV,37.4223,-81.0162,1.104972376,905,1
Barboursville,WEST VIRGINIA,WV,38.4095,-82.2946,5.639097744,4256,24
Barrackville,WEST VIRGINIA,WV,39.5036,-80.1669,2.311248074,1298,3
Beckley,WEST VIRGINIA,WV,37.7782,-81.1882,4.250338795,16234,69
Belington,WEST VIRGINIA,WV,39.0251,-79.9356,1.61637931,1856,3
Belle,WEST VIRGINIA,WV,38.232,-81.5378,3.481288077,1149,4
Benwood,WEST VIRGINIA,WV,40.0181,-80.7342,8.513931889,1292,11
Berkeley Springs,WEST VIRGINIA,WV,39.6269,-78.2277,3.338898164,599,2
Bethlehem,WEST VIRGINIA,WV,40.044,-80.6906,2.137665669,2339,5
Bluefield,WEST VIRGINIA,WV,37.2698,-81.2223,3.371130861,9789,33
Bradshaw,WEST VIRGINIA,WV,37.3518,-81.7987,3.584229391,279,1
Bramwell,WEST VIRGINIA,WV,37.3251,-81.3118,5.83090379,343,2
Bridgeport,WEST VIRGINIA,WV,39.2865,-80.2562,4.019292605,8708,35
Buckhannon,WEST VIRGINIA,WV,38.9939,-80.2323,2.175489485,5516,12
Burnsville,WEST VIRGINIA,WV,38.8562,-80.6548,2.05338809,487,1
Cameron,WEST VIRGINIA,WV,39.827,-80.5665,2.322880372,861,2
Cedar Grove,WEST VIRGINIA,WV,38.2214,-81.4279,1.072961373,932,1
Ceredo,WEST VIRGINIA,WV,38.3965,-82.5588,5.974607916,1339,8
Chapmanville,WEST VIRGINIA,WV,37.9737,-82.0174,5.338078292,1124,6
Charles Town,WEST VIRGINIA,WV,39.2892,-77.8596,2.97029703,6060,18
Charleston,WEST VIRGINIA,WV,38.3506,-81.6333,3.939330103,47470,187
Chesapeake,WEST VIRGINIA,WV,38.2238,-81.5362,1.386001386,1443,2
Chester,WEST VIRGINIA,WV,40.6131,-80.5628,2.470152326,2429,6
Clarksburg,WEST VIRGINIA,WV,39.2806,-80.3445,2.711601782,15489,42
Clendenin,WEST VIRGINIA,WV,38.4887,-81.3482,3.536693192,1131,4
Danville,WEST VIRGINIA,WV,38.0809,-81.834,3.220611916,621,2
Davy,WEST VIRGINIA,WV,37.4784,-81.6534,2.88184438,347,1
Delbarton,WEST VIRGINIA,WV,37.7107,-82.184,3.95256917,506,2
Dunbar,WEST VIRGINIA,WV,38.3607,-81.7373,1.652437345,7262,12
Eleanor,WEST VIRGINIA,WV,38.5376,-81.9324,1.24300808,1609,2
Elkins,WEST VIRGINIA,WV,38.9259,-79.8467,1.991748471,7029,14
Fairmont,WEST VIRGINIA,WV,39.4851,-80.1426,2.333152469,18430,43
Fairview,WEST VIRGINIA,WV,39.5926,-80.2475,2.450980392,408,1
Farmington,WEST VIRGINIA,WV,39.5129,-80.249,2.717391304,368,1
Fayetteville,WEST VIRGINIA,WV,38.0531,-81.104,4,2750,11
Follansbee,WEST VIRGINIA,WV,40.3276,-80.5959,2.558479532,2736,7
Fort Gay,WEST VIRGINIA,WV,38.1162,-82.5957,4.491017964,668,3
Gary,WEST VIRGINIA,WV,37.3637,-81.5501,1.236093943,809,1
Gassaway,WEST VIRGINIA,WV,38.6734,-80.7749,1.152073733,868,1
Gauley Bridge,WEST VIRGINIA,WV,38.1687,-81.1947,1.773049645,564,1
Gilbert,WEST VIRGINIA,WV,37.6143,-81.8665,5.037783375,397,2
Glasgow,WEST VIRGINIA,WV,,,3.512880562,854,3
Glen Dale,WEST VIRGINIA,WV,39.9606,-80.7456,7.868383405,1398,11
Glenville,WEST VIRGINIA,WV,38.9343,-80.8376,2.051983584,1462,3
Grafton,WEST VIRGINIA,WV,39.3409,-80.019,1.57946693,5065,8
Grant Town,WEST VIRGINIA,WV,39.5581,-80.1817,1.669449082,599,1
Grantsville,WEST VIRGINIA,WV,38.9234,-81.0959,1.897533207,527,1
Granville,WEST VIRGINIA,WV,39.6458,-79.9875,5.098789038,3138,16
Hamlin,WEST VIRGINIA,WV,38.2789,-82.1028,2.822201317,1063,3
Harpers Ferry/Bolivar,WEST VIRGINIA,WV,,,2.290076336,1310,3
Harrisville,WEST VIRGINIA,WV,39.2097,-81.0521,0.580720093,1722,1
Hartford City,WEST VIRGINIA,WV,39.0036,-81.9887,1.686340641,593,1
Hinton,WEST VIRGINIA,WV,37.674,-80.8893,3.309888291,2417,8
Hundred,WEST VIRGINIA,WV,39.6838,-80.459,3.717472119,269,1
Huntington,WEST VIRGINIA,WV,38.4192,-82.4452,2.137345844,46787,100
Hurricane,WEST VIRGINIA,WV,38.4326,-82.0201,3.343973248,6579,22
Iaeger,WEST VIRGINIA,WV,37.4646,-81.8137,4.016064257,249,1
Kenova,WEST VIRGINIA,WV,38.4011,-82.5769,4.699563612,2979,14
Kermit,WEST VIRGINIA,WV,37.8437,-82.4093,2.78551532,359,1
Keyser,WEST VIRGINIA,WV,39.4409,-78.9739,2.982700338,5029,15
Kimball,WEST VIRGINIA,WV,37.4256,-81.5069,6.329113924,158,1
Kingwood,WEST VIRGINIA,WV,39.4718,-79.6834,1.024940212,2927,3
Lewisburg,WEST VIRGINIA,WV,37.8018,-80.4456,3.574163901,3917,14
Logan,WEST VIRGINIA,WV,37.8488,-81.9932,7.294429708,1508,11
Lumberport,WEST VIRGINIA,WV,39.374,-80.3484,1.184834123,844,1
Mabscott,WEST VIRGINIA,WV,37.7708,-81.2086,0.778816199,1284,1
Madison,WEST VIRGINIA,WV,38.067,-81.8193,2.894356006,2764,8
Man,WEST VIRGINIA,WV,37.7398,-81.8776,4.601226994,652,3
Mannington,WEST VIRGINIA,WV,39.5309,-80.3434,1.960784314,2040,4
Marmet,WEST VIRGINIA,WV,38.2454,-81.5671,3.579098067,1397,5
Martinsburg,WEST VIRGINIA,WV,39.4561,-77.9638,3.442735827,17428,60
Mason,WEST VIRGINIA,WV,39.0217,-82.029,5.313496281,941,5
Matewan,WEST VIRGINIA,WV,37.622,-82.1632,2.304147465,434,1
McMechen,WEST VIRGINIA,WV,39.9881,-80.7315,2.279202279,1755,4
Milton,WEST VIRGINIA,WV,38.4345,-82.1324,3.786444529,2641,10
Monongah,WEST VIRGINIA,WV,39.4628,-80.2182,0.881057269,1135,1
Montgomery,WEST VIRGINIA,WV,38.1804,-81.3284,5.204944697,1537,8
Moorefield,WEST VIRGINIA,WV,39.0623,-78.9695,4.5510964,2417,11
Morgantown,WEST VIRGINIA,WV,39.6295,-79.9559,2.69000162,30855,83
Moundsville,WEST VIRGINIA,WV,39.9204,-80.7431,2.494950695,8417,21
Mount Hope,WEST VIRGINIA,WV,37.8954,-81.1643,3.084040093,1297,4
Mullens,WEST VIRGINIA,WV,37.5833,-81.3805,1.489203276,1343,2
New Cumberland,WEST VIRGINIA,WV,40.4967,-80.6067,0.958772771,1043,1
New Haven,WEST VIRGINIA,WV,38.9865,-81.9735,0.670241287,1492,1
New Martinsville,WEST VIRGINIA,WV,39.6445,-80.8576,2.741335422,5107,14
Nitro,WEST VIRGINIA,WV,38.4148,-81.844,2.919035182,6509,19
Nutter Fort,WEST VIRGINIA,WV,39.2634,-80.3198,3.263707572,1532,5
Oak Hill,WEST VIRGINIA,WV,37.9723,-81.1487,2.541142304,8264,21
Oceana,WEST VIRGINIA,WV,37.692,-81.6238,3.262642741,1226,4
Paden City,WEST VIRGINIA,WV,39.6029,-80.9368,2.086811352,2396,5
Parkersburg,WEST VIRGINIA,WV,39.2667,-81.5615,2.873083219,29933,86
Parsons,WEST VIRGINIA,WV,39.0969,-79.6809,0.710732054,1407,1
Paw Paw,WEST VIRGINIA,WV,39.5321,-78.4567,4.08997955,489,2
Pennsboro,WEST VIRGINIA,WV,39.2851,-80.9684,0.968992248,1032,1
Petersburg,WEST VIRGINIA,WV,38.9925,-79.124,0.763067531,2621,2
Philippi,WEST VIRGINIA,WV,39.1523,-80.0404,1.741149158,3446,6
Piedmont,WEST VIRGINIA,WV,,,1.242236025,805,1
Pineville,WEST VIRGINIA,WV,37.5835,-81.5379,5.084745763,590,3
Point Pleasant,WEST VIRGINIA,WV,38.8445,-82.1371,2.423654872,4126,10
Pratt,WEST VIRGINIA,WV,38.2101,-81.384,5.253940455,571,3
Princeton,WEST VIRGINIA,WV,37.3663,-81.1026,3.806228374,5780,22
Rainelle,WEST VIRGINIA,WV,37.9688,-80.7671,3.376097232,1481,5
Ranson,WEST VIRGINIA,WV,39.2951,-77.8606,3.023431595,5292,16
Ravenswood,WEST VIRGINIA,WV,38.9483,-81.761,2.956989247,3720,11
Reedsville,WEST VIRGINIA,WV,39.5106,-79.7984,1.666666667,600,1
Rhodell,WEST VIRGINIA,WV,37.6082,-81.3052,12.5,160,2
Richwood,WEST VIRGINIA,WV,38.2248,-80.5331,1.589825119,1887,3
Ridgeley,WEST VIRGINIA,WV,39.6415,-78.7745,4.807692308,624,3
Ripley,WEST VIRGINIA,WV,38.8187,-81.7103,3.406627439,3229,11
Rivesville,WEST VIRGINIA,WV,39.5298,-80.1167,1.094091904,914,1
Romney,WEST VIRGINIA,WV,39.3419,-78.7568,2.901915264,1723,5
Ronceverte,WEST VIRGINIA,WV,37.7498,-80.4628,3.50877193,1710,6
Rupert,WEST VIRGINIA,WV,37.9632,-80.6895,1.092896175,915,1
Salem,WEST VIRGINIA,WV,39.2829,-80.559,3.38066261,1479,5
Shepherdstown,WEST VIRGINIA,WV,39.4301,-77.8042,3.414911781,1757,6
Shinnston,WEST VIRGINIA,WV,39.3954,-80.3008,3.305004721,2118,7
Sistersville,WEST VIRGINIA,WV,39.5642,-80.9959,3.120124805,1282,4
Smithers,WEST VIRGINIA,WV,38.1812,-81.3071,5.361930295,746,4
Sophia,WEST VIRGINIA,WV,37.7076,-81.2507,1.582278481,1264,2
South Charleston,WEST VIRGINIA,WV,38.3684,-81.6996,3.803512179,12357,47
Spencer,WEST VIRGINIA,WV,38.8021,-81.351,2.876318313,2086,6
St. Albans,WEST VIRGINIA,WV,38.3856,-81.8362,2.854049798,10161,29
St. Marys,WEST VIRGINIA,WV,39.3917,-81.2051,2.249718785,1778,4
Star City,WEST VIRGINIA,WV,39.6584,-79.9865,3.524672709,1986,7
Stonewood,WEST VIRGINIA,WV,39.2509,-80.3123,1.158077591,1727,2
Summersville,WEST VIRGINIA,WV,38.2812,-80.8526,4.50180072,3332,15
Sutton,WEST VIRGINIA,WV,38.6645,-80.7098,1.013171226,987,1
Sylvester,WEST VIRGINIA,WV,38.0104,-81.5576,7.142857143,140,1
Terra Alta,WEST VIRGINIA,WV,39.4457,-79.5466,1.996007984,1503,3
Triadelphia,WEST VIRGINIA,WV,40.0526,-80.6284,1.328021248,753,1
Vienna,WEST VIRGINIA,WV,39.327,-81.5485,2.328740539,10306,24
War,WEST VIRGINIA,WV,37.3012,-81.6909,2.869440459,697,2
Wayne,WEST VIRGINIA,WV,38.2215,-82.4424,0.715819613,1397,1
Webster Springs,WEST VIRGINIA,WV,38.4793,-80.4134,7.385524372,677,5
Weirton,WEST VIRGINIA,WV,40.419,-80.5895,1.995469744,18542,37
Welch,WEST VIRGINIA,WV,37.4329,-81.5844,4.209260373,1663,7
Wellsburg,WEST VIRGINIA,WV,40.272,-80.6095,2.734375,2560,7
West Liberty,WEST VIRGINIA,WV,40.1698,-80.5937,0.700770848,1427,1
West Logan,WEST VIRGINIA,WV,37.8668,-81.9861,2.739726027,365,1
West Milford,WEST VIRGINIA,WV,39.2009,-80.4043,3.300330033,606,2
Weston,WEST VIRGINIA,WV,39.0384,-80.4673,1.770806982,3953,7
Westover,WEST VIRGINIA,WV,39.6345,-79.9698,3.089353612,4208,13
Wheeling,WEST VIRGINIA,WV,40.064,-80.7209,3.016198101,26855,81
White Hall,WEST VIRGINIA,WV,39.485,-80.1428,7.56429652,661,5
White Sulphur Springs,WEST VIRGINIA,WV,37.7965,-80.2976,2.893757751,2419,7
Whitesville,WEST VIRGINIA,WV,37.9748,-81.529,4.514672686,443,2
Williamson,WEST VIRGINIA,WV,37.6743,-82.2774,2.18579235,2745,6
Williamstown,WEST VIRGINIA,WV,39.4006,-81.4482,2.752924983,2906,8
Winfield,WEST VIRGINIA,WV,38.5331,-81.8935,2.534854246,2367,6
Adams,WISCONSIN,WI,43.9462,-89.7836,1.61987041,1852,3
Albany,WISCONSIN,WI,42.708,-89.4368,3.003003003,999,3
Algoma,WISCONSIN,WI,44.6108,-87.4387,1.628134158,3071,5
Altoona,WISCONSIN,WI,44.8047,-91.4432,1.916443082,7827,15
Amery,WISCONSIN,WI,45.3069,-92.3621,2.135991456,2809,6
Antigo,WISCONSIN,WI,45.1402,-89.1523,2.331606218,7720,18
Appleton,WISCONSIN,WI,44.2611,-88.4068,1.801657525,74931,135
Arcadia,WISCONSIN,WI,44.2527,-91.5015,1.305057096,3065,4
Ashland,WISCONSIN,WI,46.5928,-90.8839,2.702702703,7770,21
Ashwaubenon,WISCONSIN,WI,44.4753,-88.0607,3.34950335,17316,58
Athens,WISCONSIN,WI,45.033,-90.074,0.920810313,1086,1
Balsam Lake,WISCONSIN,WI,45.4522,-92.4546,2.047082907,977,2
Bangor,WISCONSIN,WI,43.893,-90.9904,2.038043478,1472,3
Baraboo,WISCONSIN,WI,43.4704,-89.7438,2.709804566,12178,33
Barneveld,WISCONSIN,WI,43.0153,-89.8959,0.806451613,1240,1
Barron,WISCONSIN,WI,45.4013,-91.8491,1.818181818,3300,6
Bayfield,WISCONSIN,WI,46.8108,-90.8182,6.369426752,471,3
Bayside,WISCONSIN,WI,43.1832,-87.9056,3.2,4375,14
Beaver Dam,WISCONSIN,WI,43.4578,-88.8373,2.256923265,16394,37
Belleville,WISCONSIN,WI,42.8595,-89.5333,2.467105263,2432,6
Beloit,WISCONSIN,WI,42.5083,-89.0318,2.149893866,36746,79
Beloit Town,WISCONSIN,WI,,,1.821019771,7688,14
Berlin,WISCONSIN,WI,43.968,-88.9434,2.423112768,5365,13
Big Bend,WISCONSIN,WI,42.8814,-88.2068,4.301075269,1395,6
Birchwood,WISCONSIN,WI,45.6663,-91.556,2.336448598,428,1
Black River Falls,WISCONSIN,WI,44.2952,-90.8484,2.006880734,3488,7
Blair,WISCONSIN,WI,44.2944,-91.2352,2.197802198,1365,3
Bloomer,WISCONSIN,WI,45.1002,-91.4886,2.005156116,3491,7
Bloomfield,WISCONSIN,WI,,,1.265222205,6323,8
Blue Mounds,WISCONSIN,WI,43.0175,-89.8323,2.024291498,988,2
Boscobel,WISCONSIN,WI,43.1344,-90.7054,1.932989691,3104,6
Boyceville,WISCONSIN,WI,45.0436,-92.041,1.821493625,1098,2
Brillion,WISCONSIN,WI,44.1772,-88.0643,2.567394095,3116,8
Brodhead,WISCONSIN,WI,42.6197,-89.3768,3.695719125,3247,12
Brookfield,WISCONSIN,WI,43.0606,-88.1065,2.154209904,38065,82
Brookfield Township,WISCONSIN,WI,,,2.700555997,6295,17
Brown Deer,WISCONSIN,WI,43.1643,-87.9643,2.758505392,11963,33
Brownsville,WISCONSIN,WI,43.6164,-88.4907,1.745200698,573,1
Burlington,WISCONSIN,WI,42.6781,-88.2762,1.902346227,11039,21
Butler,WISCONSIN,WI,43.1058,-88.0695,4.966887417,1812,9
Caledonia,WISCONSIN,WI,42.8078,-87.9242,1.397372939,25047,35
Campbell Township,WISCONSIN,WI,,,1.14521301,4366,5
Campbellsport,WISCONSIN,WI,43.5978,-88.279,1.018848701,1963,2
Cashton,WISCONSIN,WI,43.7419,-90.7793,1.813236627,1103,2
Cedarburg,WISCONSIN,WI,43.2967,-87.9876,2.266980556,11469,26
Chenequa,WISCONSIN,WI,43.1117,-88.3923,15.07537688,597,9
Chetek,WISCONSIN,WI,45.3141,-91.651,2.33535731,2141,5
Chilton,WISCONSIN,WI,44.0289,-88.1628,1.843075303,3798,7
Chippewa Falls,WISCONSIN,WI,44.9369,-91.3929,1.846066458,14084,26
Cleveland,WISCONSIN,WI,43.915,-87.7473,2.059025395,1457,3
Clinton,WISCONSIN,WI,42.5578,-88.8651,2.354048964,2124,5
Clintonville,WISCONSIN,WI,44.6205,-88.7623,3.462603878,4332,15
Colfax,WISCONSIN,WI,44.9975,-91.7271,1.751313485,1142,2
Columbus,WISCONSIN,WI,43.3393,-89.0148,2.382370459,5037,12
Cornell,WISCONSIN,WI,45.1672,-91.1493,1.416430595,1412,2
Cottage Grove,WISCONSIN,WI,43.0786,-89.1989,2.135535308,7024,15
Crandon,WISCONSIN,WI,45.5719,-88.9029,2.182214948,1833,4
Cross Plains,WISCONSIN,WI,43.1125,-89.6407,1.616254906,4331,7
Cuba City,WISCONSIN,WI,42.6056,-90.4299,1.963672067,2037,4
Cudahy,WISCONSIN,WI,42.9597,-87.8615,2.132312739,18290,39
Cumberland,WISCONSIN,WI,45.5327,-92.0213,2.840909091,2112,6
Darlington,WISCONSIN,WI,42.6831,-90.1176,2.126754573,2351,5
De Pere,WISCONSIN,WI,44.4487,-88.0601,1.587364578,25199,40
Deforest,WISCONSIN,WI,43.2478,-89.3437,1.799753718,10557,19
Delafield,WISCONSIN,WI,43.061,-88.4041,2.372166579,7588,18
Delavan,WISCONSIN,WI,42.6331,-88.6437,2.817468303,9938,28
Delavan Town,WISCONSIN,WI,,,2.254791432,5322,12
Dodgeville,WISCONSIN,WI,42.96,-90.1304,2.112378538,4734,10
Durand,WISCONSIN,WI,44.6264,-91.9657,2.216066482,1805,4
Eagle River,WISCONSIN,WI,45.9172,-89.2443,4.623513871,1514,7
Eagle Village,WISCONSIN,WI,,,1.917545542,2086,4
East Troy,WISCONSIN,WI,42.7852,-88.4054,1.615508885,4333,7
Eau Claire,WISCONSIN,WI,44.8113,-91.4985,1.886162819,68923,130
Edgar,WISCONSIN,WI,44.9272,-89.9635,0.688705234,1452,1
Edgerton,WISCONSIN,WI,42.8335,-89.0695,1.606569082,5602,9
Eleva,WISCONSIN,WI,44.5758,-91.4702,1.506024096,664,1
Elk Mound,WISCONSIN,WI,44.873,-91.691,1.142857143,875,1
Elkhart Lake,WISCONSIN,WI,43.8333,-88.0179,2.935420744,1022,3
Elkhorn,WISCONSIN,WI,42.6728,-88.5445,1.711294544,9934,17
Ellsworth,WISCONSIN,WI,44.7322,-92.4874,1.5211439,3287,5
Elm Grove,WISCONSIN,WI,43.0431,-88.079,4.029008864,6205,25
Elroy,WISCONSIN,WI,43.7408,-90.2724,2.21402214,1355,3
Evansville,WISCONSIN,WI,42.7803,-89.2992,1.859081614,5379,10
Everest Metropolitan,WISCONSIN,WI,,,1.782428703,17392,31
Fall Creek,WISCONSIN,WI,44.7636,-91.2771,0.76394194,1309,1
Fall River,WISCONSIN,WI,43.3844,-89.0451,1.174398121,1703,2
Fennimore,WISCONSIN,WI,42.9836,-90.6556,2.017756255,2478,5
Fitchburg,WISCONSIN,WI,43.0024,-89.4235,1.956817353,30151,59
Fond du Lac,WISCONSIN,WI,43.7749,-88.4458,1.893540922,42777,81
Fontana,WISCONSIN,WI,42.5514,-88.5751,4.653868528,1719,8
Fort Atkinson,WISCONSIN,WI,42.9289,-88.8371,2.080832333,12495,26
Fox Crossing,WISCONSIN,WI,,,1.656057548,19323,32
Fox Lake,WISCONSIN,WI,43.5655,-88.9065,1.377410468,1452,2
Fox Point,WISCONSIN,WI,43.1576,-87.9018,2.69824614,6671,18
Fox Valley Metro,WISCONSIN,WI,,,1.27238026,22006,28
Franklin,WISCONSIN,WI,42.8886,-88.0384,2.013737552,36251,73
Frederic,WISCONSIN,WI,45.6591,-92.4671,1.821493625,1098,2
Freedom,WISCONSIN,WI,44.3864,-88.2887,0.320975766,6231,2
Galesville,WISCONSIN,WI,44.0816,-91.349,2.523659306,1585,4
Geneva Town,WISCONSIN,WI,,,1.391096979,5032,7
Genoa City,WISCONSIN,WI,42.4984,-88.3281,2.329450915,3005,7
Germantown,WISCONSIN,WI,43.2286,-88.1104,2.148496053,20014,43
Gillett,WISCONSIN,WI,44.89,-88.3073,3.046458492,1313,4
Gilman,WISCONSIN,WI,45.1666,-90.8076,5.102040816,392,2
Glendale,WISCONSIN,WI,43.7822,-90.3457,3.697875688,12710,47
Grafton,WISCONSIN,WI,43.3197,-87.9534,2.400960384,11662,28
Grand Chute,WISCONSIN,WI,44.3043,-88.4392,1.705663678,22865,39
Grand Rapids,WISCONSIN,WI,44.3775,-89.7665,1.083276913,7385,8
Grantsburg,WISCONSIN,WI,45.7763,-92.6827,4.662004662,1287,6
Green Bay,WISCONSIN,WI,44.5299,-88.0248,2.089645805,105281,220
Green Lake,WISCONSIN,WI,43.8441,-88.9601,3.243243243,925,3
Greendale,WISCONSIN,WI,42.9406,-87.9959,2.820675552,14181,40
Greenfield,WISCONSIN,WI,42.9614,-88.0126,2.062415197,36850,76
Hales Corners,WISCONSIN,WI,42.9375,-88.0487,2.22513089,7640,17
Hammond,WISCONSIN,WI,44.9789,-92.4357,2.119766826,1887,4
Hartford,WISCONSIN,WI,43.3178,-88.3789,2.041757228,15183,31
Hartland,WISCONSIN,WI,43.105,-88.342,2.04257149,9302,19
Hayward,WISCONSIN,WI,46.013,-91.4849,2.613240418,2296,6
Hazel Green,WISCONSIN,WI,42.5328,-90.4346,1.62601626,1230,2
Highland,WISCONSIN,WI,43.0467,-90.3798,1.199040767,834,1
Hillsboro,WISCONSIN,WI,43.6522,-90.344,1.427551749,1401,2
Hobart-Lawrence,WISCONSIN,WI,,,0.749982955,14667,11
Holmen,WISCONSIN,WI,43.9633,-91.2563,1.300910637,9993,13
Horicon,WISCONSIN,WI,43.4514,-88.6312,2.219140083,3605,8
Hortonville,WISCONSIN,WI,44.3347,-88.6382,2.521613833,2776,7
Hudson,WISCONSIN,WI,44.9747,-92.7569,2.021952629,13848,28
Hurley,WISCONSIN,WI,46.4497,-90.1866,4.908835905,1426,7
Independence,WISCONSIN,WI,44.3569,-91.4204,2.298850575,1305,3
Iron Ridge,WISCONSIN,WI,43.3997,-88.5326,1.117318436,895,1
Iron River,WISCONSIN,WI,46.5644,-91.4082,2.647837599,1133,3
Jackson,WISCONSIN,WI,43.3239,-88.1668,1.676914477,7156,12
Janesville,WISCONSIN,WI,42.7152,-88.9908,1.768236882,64471,114
Jefferson,WISCONSIN,WI,43.0056,-88.8073,2.119436479,8021,17
Juneau,WISCONSIN,WI,43.4056,-88.7051,1.878287002,2662,5
Kaukauna,WISCONSIN,WI,44.278,-88.2721,1.669552313,16172,27
Kenosha,WISCONSIN,WI,42.5847,-87.8212,2.07107696,99948,207
Kewaskum,WISCONSIN,WI,43.5214,-88.2279,1.932834018,4139,8
Kewaunee,WISCONSIN,WI,44.4584,-87.5032,2.100840336,2856,6
Kiel,WISCONSIN,WI,43.9125,-88.0357,2.116402116,3780,8
Kohler,WISCONSIN,WI,43.7392,-87.7818,3.851709196,2077,8
Kronenwetter,WISCONSIN,WI,44.8222,-89.5904,1.151926277,7813,9
La Crosse,WISCONSIN,WI,43.8014,-91.2396,2.235024373,51901,116
La Farge,WISCONSIN,WI,43.5751,-90.6395,1.305483029,766,1
Ladysmith,WISCONSIN,WI,45.463,-91.104,2.243589744,3120,7
Lake Delton,WISCONSIN,WI,43.6011,-89.7937,7.986688852,3005,24
Lake Geneva,WISCONSIN,WI,42.5917,-88.4334,4.173517137,7907,33
Lake Hallie,WISCONSIN,WI,44.8758,-91.4407,1.483239395,6742,10
Lake Mills,WISCONSIN,WI,43.0804,-88.9113,1.856540084,5925,11
Lancaster,WISCONSIN,WI,42.8472,-90.7096,1.883239171,3717,7
Lena,WISCONSIN,WI,44.9511,-88.047,1.85528757,539,1
Linn Township,WISCONSIN,WI,,,4.993757803,2403,12
Lodi,WISCONSIN,WI,43.3139,-89.5265,4.251144539,3058,13
Lomira,WISCONSIN,WI,43.5914,-88.4437,1.690617075,2366,4
Luxemburg,WISCONSIN,WI,44.5383,-87.7039,0.390320062,2562,1
Lyndon Station,WISCONSIN,WI,43.7122,-89.8996,2.087682672,479,1
Madison,WISCONSIN,WI,43.0748,-89.3838,2.302141572,258455,595
Manawa,WISCONSIN,WI,44.4644,-88.9198,0.778816199,1284,1
Manitowoc,WISCONSIN,WI,44.0886,-87.6576,2.272936696,32557,74
Maple Bluff,WISCONSIN,WI,43.1183,-89.3796,3.750937734,1333,5
Marathon City,WISCONSIN,WI,44.931,-89.8395,1.992031873,1506,3
Marinette,WISCONSIN,WI,45.1,-87.6307,2.651264085,10561,28
Marion,WISCONSIN,WI,44.6708,-88.8893,6.7170445,1191,8
Markesan,WISCONSIN,WI,43.7073,-88.9901,2.859185132,1399,4
Marshall Village,WISCONSIN,WI,,,2.006018054,3988,8
Marshfield,WISCONSIN,WI,44.6689,-90.1718,2.621661478,18309,48
Mauston,WISCONSIN,WI,43.7972,-90.0773,2.277904328,4390,10
Mayville,WISCONSIN,WI,43.4942,-88.5448,1.64541341,4862,8
McFarland,WISCONSIN,WI,43.01,-89.29,2.223782772,8544,19
Medford,WISCONSIN,WI,45.1389,-90.3461,2.328830927,4294,10
Menasha,WISCONSIN,WI,44.2022,-88.4465,2.136271644,17788,38
Menomonee Falls,WISCONSIN,WI,43.1789,-88.1167,1.776622826,37712,67
Menomonie,WISCONSIN,WI,44.8755,-91.9193,2.006079027,16450,33
Mequon,WISCONSIN,WI,43.2219,-87.9823,2.015548517,24311,49
Merrill,WISCONSIN,WI,45.1805,-89.6835,2.7499725,9091,25
Middleton,WISCONSIN,WI,43.1056,-89.5089,2.403605408,19970,48
Milton,WISCONSIN,WI,42.7756,-88.944,2.327663384,5585,13
Milwaukee,WISCONSIN,WI,43.0115,-87.9735,3.869923559,595619,2305
Mineral Point,WISCONSIN,WI,42.8616,-90.1842,2.421307506,2478,6
