State,Abbrev,City,Population,"Violent crime","Murder and nonnegligent manslaughter",Rape1,Robbery,"Aggravated assault","Property crime",Burglary,"Larceny- theft",Arson2,"Motor vehicle theft",Total,Per_1k
KENTUCKY,KY,Edgewood,"8,736",6,0,3,2,1,61,6,54,0,1,134,15.33882784
KENTUCKY,KY,Edmonton,"1,583",1,0,0,0,1,27,8,16,0,3,56,35.3758686
KENTUCKY,KY,Elizabethtown,"30,180",64,3,17,22,22,400,124,207,6,69,934,30.94764745
KENTUCKY,KY,Elkton,"2,106",5,0,0,1,4,31,13,18,1,0,73,34.662868
KENTUCKY,KY,Elsmere,"8,680",11,0,4,2,5,92,13,68,1,11,207,23.84792627
KENTUCKY,KY,Eminence,"2,581",0,0,0,0,0,3,0,3,0,0,6,2.324680356
KENTUCKY,KY,Erlanger,"22,993",22,0,6,6,10,186,38,130,1,18,417,18.13595442
KENTUCKY,KY,Evarts,816,1,0,0,0,1,4,1,2,0,1,10,12.25490196
KENTUCKY,KY,Falmouth,"2,100",1,0,0,1,0,33,9,22,1,2,69,32.85714286
KENTUCKY,KY,Flatwoods,"7,136",6,0,2,2,2,24,8,14,0,2,60,8.408071749
KENTUCKY,KY,Flemingsburg,"2,822",3,0,2,0,1,45,5,32,0,8,96,34.01842665
KENTUCKY,KY,Florence,"32,701",59,1,21,19,18,"1,240",100,"1,065",4,75,2602,79.56943213
KENTUCKY,KY,Fort Mitchell,"8,260",4,0,2,1,1,62,12,45,0,5,132,15.98062954
KENTUCKY,KY,Fort Thomas,"16,274",6,0,3,1,2,68,8,56,0,4,148,9.094260784
KENTUCKY,KY,Fort Wright,"5,737",8,0,4,2,2,66,5,54,0,7,148,25.79745512
KENTUCKY,KY,Frankfort,"27,664",71,3,19,25,24,"1,052",197,763,0,92,2246,81.18854829
KENTUCKY,KY,Franklin5,"8,829",22,0,4,9,9,,,249,1,18,312,35.33809038
KENTUCKY,KY,Fulton,"2,175",3,0,1,1,1,80,22,55,2,3,168,77.24137931
KENTUCKY,KY,Georgetown,"34,351",62,1,14,22,25,992,124,787,0,81,2108,61.36648133
KENTUCKY,KY,Glasgow,"14,411",33,0,4,5,24,452,111,314,4,27,974,67.58725973
KENTUCKY,KY,Graymoor-Devondale,"2,981",0,0,0,0,0,38,10,26,0,2,76,25.4948004
KENTUCKY,KY,Grayson,"3,983",11,0,0,4,7,43,10,29,3,4,111,27.86844087
KENTUCKY,KY,Greensburg,"2,101",5,0,0,1,4,24,6,17,0,1,58,27.60590195
KENTUCKY,KY,Greenville,"4,239",1,0,1,0,0,19,4,12,0,3,40,9.43618778
KENTUCKY,KY,Guthrie,"1,388",2,0,0,1,1,2,0,0,0,2,8,5.763688761
KENTUCKY,KY,Harlan,"1,526",8,0,2,3,3,32,11,20,0,1,80,52.42463958
KENTUCKY,KY,Harrodsburg,"8,399",3,0,1,0,2,96,25,55,1,16,199,23.69329682
KENTUCKY,KY,Hazard,"5,035",12,0,4,5,3,144,18,111,2,15,314,62.36345581
KENTUCKY,KY,Henderson5,"28,618",95,2,20,30,43,,,549,3,88,830,29.00272556
KENTUCKY,KY,Heritage Creek,"1,147",0,0,0,0,0,1,0,1,0,0,2,1.743679163
KENTUCKY,KY,Highland Heights,"7,112",2,0,1,1,0,66,16,47,0,3,136,19.12260967
KENTUCKY,KY,Hillview,"9,163",8,0,3,2,3,99,10,72,0,17,214,23.35479646
KENTUCKY,KY,Hodgenville,"3,223",5,0,2,0,3,47,6,33,1,8,105,32.57834316
KENTUCKY,KY,Hopkinsville,"30,606",85,2,19,25,39,997,228,701,3,68,2167,70.8031105
KENTUCKY,KY,Horse Cave,"2,366",0,0,0,0,0,1,0,1,0,0,2,0.845308538
KENTUCKY,KY,Hurstbourne Acres,"1,909",0,0,0,0,0,17,1,14,0,2,34,17.81037192
KENTUCKY,KY,Independence,"28,052",23,0,13,1,9,154,30,109,0,15,354,12.61942108
KENTUCKY,KY,Indian Hills,"3,002",0,0,0,0,0,20,8,12,0,0,40,13.32445037
KENTUCKY,KY,Irvine,"2,330",4,1,2,0,1,17,11,4,1,2,43,18.45493562
KENTUCKY,KY,Irvington,"1,173",1,0,0,0,1,5,1,3,0,1,12,10.23017903
KENTUCKY,KY,Jackson,"2,029",1,0,1,0,0,55,10,44,0,1,112,55.19960572
KENTUCKY,KY,Jamestown,"1,790",0,0,0,0,0,11,5,6,0,0,22,12.29050279
KENTUCKY,KY,Jeffersontown5,"27,443",44,2,7,26,9,,,409,0,97,594,21.6448639
KENTUCKY,KY,Junction City,"2,300",1,0,0,0,1,6,3,3,0,0,14,6.086956522
KENTUCKY,KY,La Grange,"8,995",5,0,2,2,1,147,23,105,2,19,306,34.01889939
KENTUCKY,KY,Lakeside Park-Crestview Hills,"6,107",1,0,0,1,0,141,9,130,0,2,284,46.50401179
KENTUCKY,KY,Lancaster,"3,866",8,0,0,1,7,59,20,34,1,5,135,34.91981376
KENTUCKY,KY,Lawrenceburg,"11,378",4,0,2,1,1,142,31,87,0,24,292,25.66356126
KENTUCKY,KY,Lebanon,"5,668",23,0,3,5,15,85,22,48,0,15,216,38.10868031
KENTUCKY,KY,Lebanon Junction,"1,957",0,0,0,0,0,7,2,3,0,2,14,7.153806847
KENTUCKY,KY,Leitchfield,"6,914",14,0,5,1,8,194,51,126,1,17,417,60.3124096
KENTUCKY,KY,Lewisburg,804,0,0,0,0,0,3,2,1,0,0,6,7.462686567
KENTUCKY,KY,Lewisport,"1,710",0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,KY,Lexington,"325,579",982,22,243,422,295,"10,329","1,523","7,755",50,"1,051",22672,69.63594089
KENTUCKY,KY,Liberty,"2,105",1,0,0,0,1,12,5,4,0,3,26,12.35154394
KENTUCKY,KY,Livingston,217,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,KY,London,"8,008",18,0,0,7,11,271,32,187,1,52,579,72.3026973
KENTUCKY,KY,Louisa,"2,405",2,0,0,1,1,40,11,22,0,7,84,34.92723493
KENTUCKY,KY,Ludlow,"4,502",9,0,4,3,2,74,17,53,1,4,167,37.09462461
KENTUCKY,KY,Madisonville5,"18,959",37,0,9,9,19,,,169,7,33,283,14.92694762
KENTUCKY,KY,Manchester,"1,343",5,0,0,2,3,14,2,8,0,4,38,28.29486225
KENTUCKY,KY,Marion,"2,916",6,0,5,0,1,71,22,48,0,1,154,52.81207133
KENTUCKY,KY,Martin,562,0,0,0,0,0,3,2,1,0,0,6,10.67615658
KENTUCKY,KY,Mayfield,"9,819",35,0,3,10,22,454,87,349,1,18,979,99.70465424
KENTUCKY,KY,Maysville,"8,770",19,0,5,5,9,276,46,211,0,19,590,67.27480046
KENTUCKY,KY,Middlesboro,"9,360",13,0,3,4,6,424,47,348,1,29,875,93.48290598
KENTUCKY,KY,Millersburg,796,0,0,0,0,0,15,5,9,0,1,30,37.68844221
KENTUCKY,KY,Monticello,"6,101",6,0,1,1,4,74,24,39,2,11,162,26.55302409
KENTUCKY,KY,Morehead,"7,869",4,0,1,0,3,169,15,143,0,11,346,43.9700089
KENTUCKY,KY,Morganfield,"3,454",0,0,0,0,0,24,11,12,0,1,48,13.89693109
KENTUCKY,KY,Morgantown,"2,425",2,0,0,0,2,16,10,6,0,0,36,14.84536082
KENTUCKY,KY,Mount Sterling,"7,253",14,0,3,5,6,271,33,222,3,16,573,79.00179236
KENTUCKY,KY,Mount Vernon,"2,437",4,0,0,1,3,24,9,9,0,6,56,22.97907263
KENTUCKY,KY,Mount Washington,"14,704",12,0,3,2,7,131,29,84,2,18,288,19.58650707
KENTUCKY,KY,Muldraugh,984,1,0,0,1,0,14,0,12,0,2,30,30.48780488
KENTUCKY,KY,Munfordville,"1,651",0,0,0,0,0,16,4,6,0,6,32,19.38219261
KENTUCKY,KY,Murray5,"19,402",23,0,9,2,12,,,403,0,21,470,24.22430677
KENTUCKY,KY,Newport,"14,972",46,1,8,23,14,569,70,451,0,48,1230,82.15335293
KENTUCKY,KY,Nicholasville,"30,922",60,0,11,18,31,824,146,632,6,46,1774,57.37015717
KENTUCKY,KY,Northfield,"1,061",0,0,0,0,0,9,2,7,0,0,18,16.96512724
KENTUCKY,KY,Oak Grove,"7,232",30,0,6,6,18,310,50,229,0,31,680,94.02654867
KENTUCKY,KY,Olive Hill,"1,569",0,0,0,0,0,18,6,8,0,4,36,22.94455067
KENTUCKY,KY,Owensboro,"59,686",160,2,42,59,57,"2,638",453,"1,945",9,240,5605,93.90811916
KENTUCKY,KY,Owenton,"1,541",0,0,0,0,0,4,0,4,0,0,8,5.191434134
KENTUCKY,KY,Owingsville,"1,575",1,0,1,0,0,10,3,6,0,1,22,13.96825397
KENTUCKY,KY,Paducah5,"24,933",93,2,27,24,40,,,"1,044",10,80,1320,52.94188425
KENTUCKY,KY,Paintsville,"4,061",10,0,1,0,9,25,5,16,0,4,70,17.23713371
KENTUCKY,KY,Paris,"9,809",13,0,2,3,8,214,42,163,1,9,455,46.38597207
KENTUCKY,KY,Park Hills,"2,982",2,0,1,0,1,23,4,15,0,4,50,16.76727029
KENTUCKY,KY,Pikeville,"6,641",12,0,7,0,5,300,50,244,1,6,625,94.11233248
KENTUCKY,KY,Pineville,"1,716",2,0,1,1,0,29,13,15,0,1,62,36.13053613
KENTUCKY,KY,Pioneer Village,"2,914",1,0,0,1,0,19,2,14,0,3,40,13.72683596
KENTUCKY,KY,Powderly,736,1,0,0,0,1,2,0,2,0,0,6,8.152173913
KENTUCKY,KY,Prestonsburg,"3,404",2,0,0,0,2,28,8,15,0,5,60,17.62632197
KENTUCKY,KY,Princeton,"6,075",10,0,3,3,4,281,114,154,0,13,582,95.80246914
KENTUCKY,KY,Prospect,"4,956",1,0,0,0,1,41,3,37,0,1,84,16.94915254
KENTUCKY,KY,Providence,"2,994",1,0,0,0,1,21,6,14,0,1,44,14.69605878
KENTUCKY,KY,Raceland,"2,347",0,0,0,0,0,3,1,2,0,0,6,2.556455049
KENTUCKY,KY,Radcliff5,"22,576",82,1,27,25,29,,,612,5,62,843,37.34053863
KENTUCKY,KY,Richmond,"35,952",66,1,18,17,30,"1,066",204,781,1,81,2265,63.00066756
KENTUCKY,KY,Russell,"3,203",4,0,1,1,2,69,12,54,0,3,146,45.58226663
KENTUCKY,KY,Russell Springs,"2,588",8,1,4,2,1,74,12,49,0,13,164,63.36939722
KENTUCKY,KY,Russellville,"7,088",17,0,6,4,7,213,53,154,2,6,462,65.18058691
KENTUCKY,KY,Salyersville,"1,745",0,0,0,0,0,3,1,2,0,0,6,3.438395415
KENTUCKY,KY,Science Hill,696,0,0,0,0,0,3,0,3,0,0,6,8.620689655
KENTUCKY,KY,Scottsville,"4,478",6,0,2,1,3,162,51,105,0,6,336,75.0334971
KENTUCKY,KY,Sebree,"1,535",2,0,0,0,2,1,0,0,0,1,6,3.908794788
KENTUCKY,KY,Shelbyville,"16,138",20,2,5,5,8,273,52,197,0,24,586,36.31181063
KENTUCKY,KY,Shepherdsville,"12,391",26,0,8,7,11,257,47,163,1,47,567,45.75901864
KENTUCKY,KY,Shively,"15,876",55,1,5,23,26,578,87,379,0,112,1266,79.74300831
KENTUCKY,KY,Simpsonville,"2,871",1,0,0,1,0,94,3,88,0,3,190,66.1790317
KENTUCKY,KY,Somerset,"11,453",30,1,9,11,9,247,54,145,2,48,556,48.54623243
KENTUCKY,KY,Southgate,"3,908",7,0,2,2,3,40,8,30,0,2,94,24.05322416
KENTUCKY,KY,Springfield,"3,157",2,0,0,0,2,17,5,9,0,3,38,12.03674374
KENTUCKY,KY,Stamping Ground,782,1,0,1,0,0,3,0,2,0,1,8,10.23017903
KENTUCKY,KY,Stanford,"3,617",2,0,0,0,2,36,18,10,0,8,76,21.01188831
KENTUCKY,KY,Stanton,"2,642",2,0,1,0,1,88,27,56,0,5,180,68.13020439
KENTUCKY,KY,St. Matthews5,"18,228",37,0,2,21,14,,,740,0,83,897,49.21000658
KENTUCKY,KY,Taylor Mill,"6,781",4,0,2,1,1,51,6,37,0,8,110,16.2217962
KENTUCKY,KY,Taylorsville,"1,262",1,0,1,0,0,15,5,8,0,2,32,25.35657686
KENTUCKY,KY,Tompkinsville,"2,267",3,0,0,0,3,4,1,3,0,0,14,6.175562417
KENTUCKY,KY,Trenton,374,0,0,0,0,0,2,1,1,0,0,4,10.69518717
KENTUCKY,KY,Uniontown,943,3,0,1,0,2,33,9,23,0,1,72,76.35206787
KENTUCKY,KY,Vanceburg,"1,403",0,0,0,0,0,8,2,6,0,0,16,11.404134
KENTUCKY,KY,Versailles,"26,552",27,0,10,6,11,391,92,273,2,26,838,31.56071106
KENTUCKY,KY,Villa Hills,"7,455",2,0,1,1,0,41,9,29,0,3,86,11.53588196
KENTUCKY,KY,Vine Grove,"6,237",2,0,1,1,0,93,46,40,0,7,190,30.4633638
KENTUCKY,KY,Warsaw,"1,693",1,0,0,0,1,3,0,3,0,0,8,4.725339634
KENTUCKY,KY,West Buechel,"1,287",3,0,0,3,0,79,4,59,0,16,164,127.4281274
KENTUCKY,KY,West Liberty,"3,342",0,0,0,0,0,8,2,5,0,1,16,4.787552364
KENTUCKY,KY,West Point,858,0,0,0,0,0,10,3,7,0,0,20,23.31002331
KENTUCKY,KY,Whitesburg,"1,885",0,0,0,0,0,2,0,2,0,0,4,2.122015915
KENTUCKY,KY,Wilder,"3,068",8,1,2,0,5,37,3,27,0,7,90,29.33507171
KENTUCKY,KY,Williamsburg,"5,299",11,3,1,2,5,45,12,28,2,5,114,21.51349311
KENTUCKY,KY,Williamstown,"3,932",0,0,0,0,0,24,8,10,0,6,48,12.20752798
KENTUCKY,KY,Wilmore,"6,406",4,0,2,1,1,56,8,46,0,2,120,18.73243834
KENTUCKY,KY,Woodburn,375,0,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,KY,Worthington,"1,519",0,0,0,0,0,8,3,5,0,0,16,10.53324556
LOUISIANA,LA,Abbeville,"12,279",89,6,4,7,72,241,78,160,0,3,660,53.7503054
LOUISIANA,LA,Addis,"5,505",7,0,0,3,4,0,0,0,0,0,14,2.543142598
LOUISIANA,LA,Alexandria,"47,238",685,12,17,128,528,"3,973",996,"2,694",0,283,9316,197.2141073
LOUISIANA,LA,Baker,"13,487",44,1,4,8,31,335,42,285,1,8,759,56.27641432
LOUISIANA,LA,Ball,"4,018",5,0,0,0,5,13,6,4,0,3,36,8.959681434
LOUISIANA,LA,Bastrop,"10,270",138,3,2,16,117,"1,006",342,635,0,29,2288,222.7848101
LOUISIANA,LA,Baton Rouge,"224,790","2,067",79,74,727,"1,187","11,965","2,686","8,329",153,950,28217,125.5260465
LOUISIANA,LA,Berwick,"4,537",1,0,0,0,1,67,23,41,0,3,136,29.9757549
LOUISIANA,LA,Blanchard,"3,168",1,0,0,0,1,60,19,34,0,7,122,38.51010101
LOUISIANA,LA,Bogalusa,"11,730",124,1,6,14,103,584,175,377,1,32,1417,120.801364
LOUISIANA,LA,Bossier City,"69,551",576,4,46,60,466,"2,998",387,"2,313",4,298,7152,102.8310161
LOUISIANA,LA,Breaux Bridge,"8,349",28,0,1,4,23,595,133,439,0,23,1246,149.2394299
LOUISIANA,LA,Broussard,"12,672",52,4,0,10,38,500,150,339,0,11,1104,87.12121212
LOUISIANA,LA,Brusly,"2,773",1,0,0,1,0,18,6,9,0,3,38,13.70357014
LOUISIANA,LA,Carencro,"9,174",22,1,1,5,15,262,37,219,0,6,568,61.91410508
LOUISIANA,LA,Church Point,"4,440",49,0,4,5,40,215,38,167,0,10,528,118.9189189
LOUISIANA,LA,Clinton,"1,516",5,0,0,0,5,13,2,11,0,0,36,23.74670185
LOUISIANA,LA,Covington,"10,658",30,0,1,4,25,223,13,203,0,7,506,47.47607431
LOUISIANA,LA,Crowley,"12,779",228,5,9,15,199,916,234,640,1,42,2289,179.121997
LOUISIANA,LA,Cullen,"1,088",0,0,0,0,0,0,0,0,0,0,0,0
LOUISIANA,LA,Denham Springs,"9,761",44,2,2,5,35,669,115,551,0,3,1426,146.091589
LOUISIANA,LA,De Ridder,"10,820",10,1,3,0,6,301,75,213,3,13,625,57.76340111
LOUISIANA,LA,Epps,820,0,0,0,0,0,0,0,0,0,0,0,0
LOUISIANA,LA,Erath,"2,083",13,0,0,0,13,29,4,24,0,1,84,40.32645223
LOUISIANA,LA,Eunice,"10,073",44,2,3,11,28,487,95,377,0,15,1062,105.4303584
LOUISIANA,LA,Farmerville,"3,805",23,0,0,2,21,155,35,112,0,8,356,93.56110381
