,State,Code,Name,County,Violent,Murder,Rape,Robbery,Aggravated_Assault,Property,Burglary,Larceny,MotorVehicle,Arson,Total,pop_est,normalized
2012,NORTH DAKOTA,ND,Stark,Stark County,3,0,0,0,3,36,7,24,5,0,78,31489,2.47705548
2013,OHIO,OH,Stark,Stark County,116,1,32,26,57,"1,578",422,"1,057",99,11,3399,370606,9.171465114
2014,INDIANA,IN,Starke,Starke County,15,0,1,2,12,191,17,157,17,0,412,22995,17.91693846
2015,TEXAS,TX,Starr,Starr County,61,0,10,2,49,160,62,85,13,9,451,64633,6.977859607
2016,MISSOURI,MO,Ste. Genevieve,Ste. Genevieve County,39,1,8,0,30,113,22,73,18,1,305,17894,17.04481949
2017,MINNESOTA,MN,Stearns,Stearns County,31,0,15,0,16,250,59,165,26,3,565,161075,3.507682756
2018,NORTH DAKOTA,ND,Steele,Steele County,3,0,0,0,3,2,2,0,0,0,10,1890,5.291005291
2019,MINNESOTA,MN,Steele,Steele County,8,0,2,0,6,88,25,51,12,0,192,36649,5.238887828
2020,OKLAHOMA,OK,Stephens,Stephens County,18,0,5,2,11,197,55,115,27,1,431,43143,9.990033146
2021,GEORGIA,GA,Stephens,Stephens County,15,0,4,2,9,280,84,188,8,0,590,25925,22.75795564
2022,TEXAS,TX,Stephens5,Stephens County,2,0,0,0,2,45,17,25,3,0,94,9366,10.03630152
2023,ILLINOIS,IL,Stephenson,Stephenson County,13,0,9,0,4,125,23,94,8,0,276,44498,6.202525956
2024,TEXAS,TX,Sterling5,Sterling County,1,0,0,0,1,4,1,3,0,0,10,1291,7.745933385
2025,INDIANA,IN,Steuben,Steuben County,11,0,7,1,3,383,102,249,32,2,790,34594,22.83633
2026,MINNESOTA,MN,Stevens,Stevens County,6,1,1,0,4,40,4,36,0,0,92,9805,9.382967874
2027,WASHINGTON,WA,Stevens,Stevens County,25,1,4,0,20,259,96,141,22,3,571,45723,12.48824443
2028,TENNESSEE,TN,Stewart,Stewart County,25,0,1,0,24,111,46,51,14,1,273,13715,19.90521327
2029,MONTANA,MT,Stillwater,Stillwater County,16,0,2,0,14,59,19,36,4,0,150,9642,15.55693839
2030,NORTH CAROLINA,NC,Stokes,Stokes County,,0,,0,61,685,180,437,68,2,1433,45591,31.43164221
2032,MISSISSIPPI,MS,Stone,Stone County,47,2,7,1,37,194,70,100,24,3,485,18336,26.45069808
2031,MISSOURI,MO,Stone,Stone County,73,0,6,0,67,246,65,179,2,1,639,31952,19.99874812
2033,TEXAS,TX,Stonewall,Stonewall County,4,0,0,0,4,3,1,2,0,0,14,1350,10.37037037
2034,NEVADA,NV,Storey,Storey County,44,0,5,1,38,86,29,53,4,1,261,4123,63.30341984
2035,NEW HAMPSHIRE,NH,Strafford,Strafford County,9,0,0,0,9,3,0,3,0,0,24,130633,0.183720806
2036,NORTH DAKOTA,ND,Stutsman,Stutsman County,2,0,1,0,1,29,11,16,2,0,62,20704,2.994590417
2037,WYOMING,WY,Sublette,Sublette County,4,0,0,0,4,49,11,35,3,0,106,9831,10.78221951
2039,NEW YORK,NY,Suffolk,Suffolk County,55,0,0,0,55,0,0,0,0,0,110,1476601,0.074495412
2038,NEW YORK,NY,Suffolk,Suffolk County,"1,134",22,39,375,698,"15,235",955,"13,396",884,81,32819,1476601,22.22604482
2042,MISSOURI,MO,Sullivan,Sullivan County,5,0,1,0,4,42,19,16,7,0,94,6089,15.43767449
2040,TENNESSEE,TN,Sullivan,Sullivan County,305,3,28,16,258,"1,262",281,801,180,14,3148,158348,19.88026372
2041,NEW YORK,NY,Sullivan,Sullivan County,30,0,6,4,20,295,40,247,8,1,651,75432,8.630289532
2043,SOUTH DAKOTA,SD,Sully,Sully County,6,0,0,0,6,7,3,2,2,0,26,1391,18.69158879
2044,WEST VIRGINIA,WV,Summers,Summers County,13,0,0,0,13,40,16,21,3,0,106,12573,8.430764336
2045,UTAH,UT,Summit,Summit County,36,0,0,2,34,404,44,322,38,,880,42145,20.88029422
2046,OHIO,OH,Summit,Summit County,70,0,26,12,32,889,129,712,48,3,1921,541013,3.55074647
2047,TENNESSEE,TN,Sumner,Sumner County,150,0,16,5,129,433,105,275,53,2,1168,191283,6.106135935
2048,KANSAS,KS,Sumner,Sumner County,22,1,1,4,16,176,68,90,18,1,397,22836,17.38483097
2049,FLORIDA,FL,Sumter,Sumter County,191,7,18,13,153,861,184,580,97,3,2107,132420,15.91149373
2050,SOUTH CAROLINA,SC,Sumter,Sumter County,426,3,14,35,374,"1,740",503,"1,067",170,14,4346,106721,40.72300672
2051,GEORGIA,GA,Sumter,Sumter County,30,1,4,1,24,179,55,111,13,0,418,29524,14.15797317
2052,ALABAMA,AL,Sumter,Sumter County,10,0,1,1,8,39,21,15,3,0,98,12427,7.886054559
2053,VIRGINIA,VA,Surry,Surry County,7,0,3,0,4,61,11,47,3,1,137,6422,21.33291809
2054,NEW JERSEY,NJ,Sussex,Sussex County,0,0,0,0,0,0,0,0,0,0,0,140488,0
2055,VIRGINIA,VA,Sussex,Sussex County,18,1,5,2,10,64,19,39,6,2,166,11159,14.87588494
2056,CALIFORNIA,CA,Sutter,Sutter County,64,0,8,2,54,591,184,367,40,1,1311,96971,13.51950583
2057,TEXAS,TX,Sutton,Sutton County,0,0,0,0,0,2,1,1,0,0,4,3776,1.059322034
2058,FLORIDA,FL,Suwannee,Suwannee County,112,1,14,6,91,443,154,266,23,0,1110,44417,24.99043159
2059,MONTANA,MT,Sweet Grass,Sweet Grass County,14,0,4,0,10,41,2,35,4,0,110,3737,29.43537597
2060,WYOMING,WY,Sweetwater,Sweetwater County,22,0,8,0,14,77,17,52,8,0,198,42343,4.676097584
2061,MINNESOTA,MN,Swift,Swift County,4,0,1,0,3,18,5,13,0,0,44,9266,4.748543061
2062,TEXAS,TX,Swisher,Swisher County,1,0,1,0,0,7,4,2,1,0,16,7397,2.16303907
2063,MARYLAND,MD,Talbot,Talbot County,27,0,4,2,21,140,47,88,5,0,334,37181,8.983082757
2064,GEORGIA,GA,Talbot,Talbot County,13,0,1,1,11,47,14,28,5,0,120,6195,19.37046005
2065,ALABAMA,AL,Talladega,Talladega County,92,0,8,13,71,701,182,444,75,0,1586,79978,19.83045337
2066,ALABAMA,AL,Tallapoosa,Tallapoosa County,15,0,4,1,10,115,28,78,9,0,260,40367,6.440904699
2067,MISSOURI,MO,Taney,Taney County,113,0,3,1,109,221,46,134,41,0,668,55928,11.94392791
2068,LOUISIANA,LA,Tangipahoa,Tangipahoa County,689,8,47,89,545,"2,357",764,"1,345",248,14,6106,134758,45.31085353
2069,NEW MEXICO,NM,Taos,Taos County,31,1,1,1,28,138,75,34,29,,338,32723,10.3291263
2070,TEXAS,TX,Tarrant,Tarrant County,109,4,34,11,60,728,213,458,57,6,1680,2102515,0.799043051
2071,GEORGIA,GA,Taylor,Taylor County,7,0,0,0,7,47,21,24,2,0,108,8020,13.46633416
2072,FLORIDA,FL,Taylor,Taylor County,151,0,10,2,139,221,115,86,20,1,745,21569,34.54031249
2073,WISCONSIN,WI,Taylor,Taylor County,14,0,3,0,11,51,4,45,2,1,131,20343,6.43956152
2074,KENTUCKY,KY,Taylor,Taylor County,11,0,2,5,4,188,74,93,21,1,399,25769,15.48372075
2075,TEXAS,TX,Taylor,Taylor County,35,0,6,1,28,107,46,52,9,0,284,138034,2.057464103
2076,VIRGINIA,VA,Tazewell,Tazewell County,47,0,21,2,24,285,75,189,21,4,668,40595,16.45522848
2077,CALIFORNIA,CA,Tehama,Tehama County,62,1,12,6,43,452,197,244,11,5,1033,65084,15.87179645
2078,COLORADO,CO,Teller,Teller County,31,1,9,1,20,104,37,61,6,5,275,25388,10.83188908
2079,LOUISIANA,LA,Terrebonne,Terrebonne County,251,1,19,31,200,"2,208",328,"1,777",103,7,4925,110461,44.58587194
2080,MONTANA,MT,Teton,Teton County,4,0,1,0,3,47,8,33,6,1,103,6147,16.75614121
2081,IDAHO,ID,Teton,Teton County,10,0,3,0,7,64,6,53,5,0,148,12142,12.1890957
2082,MISSOURI,MO,Texas,Texas County,39,1,4,0,34,158,52,87,19,5,399,25398,15.70989842
2083,OKLAHOMA,OK,Texas,Texas County,8,0,3,0,5,46,17,26,3,0,108,19983,5.404593905
2084,NEBRASKA,NE,Thayer,Thayer County,4,0,0,0,4,30,2,27,1,,68,5003,13.59184489
2085,GEORGIA,GA,Thomas,Thomas County,45,0,6,9,30,463,117,305,41,4,1020,44451,22.94661537
2086,KANSAS,KS,Thomas,Thomas County,8,0,0,0,8,50,14,32,4,1,117,7777,15.04436158
2087,TEXAS,TX,Throckmorton,Throckmorton County,4,0,1,0,3,5,5,0,0,0,18,1501,11.99200533
2088,NEBRASKA,NE,Thurston,Thurston County,7,0,1,0,6,13,5,4,4,0,40,7224,5.53709856
2089,WASHINGTON,WA,Thurston,Thurston County,290,2,40,22,226,"1,744",703,842,199,17,4085,290536,14.06021973
2090,OREGON,OR,Tillamook,Tillamook County,34,0,4,2,28,251,75,147,29,2,572,27036,21.15697588
2091,OKLAHOMA,OK,Tillman,Tillman County,1,0,0,0,1,49,24,22,3,0,100,7250,13.79310345
2092,NEW YORK,NY,Tioga,Tioga County,9,0,4,1,4,112,25,82,5,0,242,48203,5.020434413
2093,PENNSYLVANIA,PA,Tioga,Tioga County,0,0,0,0,0,0,0,0,0,0,0,40591,0
2094,INDIANA,IN,Tippecanoe,Tippecanoe County,34,0,12,6,16,475,142,306,27,3,1021,195732,5.216316187
2095,TENNESSEE,TN,Tipton,Tipton County,126,4,11,8,103,448,115,273,60,1,1149,61599,18.65290021
2096,TEXAS,TX,Titus,Titus County,53,1,8,3,41,176,58,99,19,0,458,32750,13.98473282
2097,KENTUCKY,KY,Todd,Todd County,4,0,0,0,4,51,20,22,9,0,110,12294,8.947454043
2098,MINNESOTA,MN,Todd,Todd County,15,0,5,1,9,146,41,98,7,1,323,24664,13.09601038
2099,TEXAS,TX,Tom Green,Tom Green County,20,1,17,0,2,260,104,133,23,2,562,119200,4.714765101
2100,NEW YORK,NY,Tompkins,Tompkins County,21,0,11,2,8,256,43,207,6,0,554,102180,5.421804658
2101,UTAH,UT,Tooele,Tooele County,28,0,14,0,14,288,39,225,24,0,632,72259,8.746315338
2102,MONTANA,MT,Toole,Toole County,26,0,3,0,23,51,2,44,5,0,154,4736,32.51689189
2103,GEORGIA,GA,Toombs,Toombs County,12,0,0,1,11,140,44,77,19,0,304,26830,11.33060007
2104,NEW MEXICO,NM,Torrance,Torrance County,100,0,3,1,96,123,58,44,21,,446,15461,28.84677576
2105,NORTH DAKOTA,ND,Towner,Towner County,2,0,1,0,1,24,6,11,7,0,52,2189,23.75513933
2106,GEORGIA,GA,Towns,Towns County,35,0,2,0,33,148,33,108,7,0,366,12037,30.4062474
2107,NORTH DAKOTA,ND,Traill,Traill County,7,0,4,1,2,85,23,46,16,1,185,8036,23.02140368
2108,NORTH CAROLINA,NC,Transylvania,Transylvania County,,1,,2,15,236,87,143,6,2,492,34385,14.30856478
2109,MINNESOTA,MN,Traverse,Traverse County,0,0,0,0,0,28,5,21,2,0,56,3259,17.18318503
2110,TEXAS,TX,Travis,Travis County,837,6,123,50,658,"3,090",701,"2,158",231,22,7876,1273954,6.182326834
2111,KANSAS,KS,Trego,Trego County,0,0,0,0,0,16,5,10,1,1,33,2803,11.77310025
2112,WISCONSIN,WI,Trempealeau,Trempealeau County,18,0,3,1,14,82,25,53,4,0,200,29649,6.74559007
2113,GEORGIA,GA,Treutlen,Treutlen County,8,0,1,4,3,42,20,22,0,0,100,6901,14.49065353
2114,KENTUCKY,KY,Trigg,Trigg County,4,0,2,0,2,92,49,36,7,1,193,14651,13.17316224
2115,KENTUCKY,KY,Trimble,Trimble County,1,0,0,0,1,13,5,5,3,1,29,8471,3.423444694
2116,CALIFORNIA,CA,Trinity,Trinity County,77,2,11,7,57,194,89,102,3,6,548,12285,44.60724461
2117,TEXAS,TX,Trinity,Trinity County,18,0,2,0,16,167,52,92,23,1,371,14651,25.32250358
2118,SOUTH DAKOTA,SD,Tripp,Tripp County,0,0,0,0,0,19,2,16,1,0,38,5441,6.984010292
2119,GEORGIA,GA,Troup,Troup County,65,0,6,11,48,602,115,409,78,0,1334,69922,19.07840165
2120,TENNESSEE,TN,Hartsville/Trousdale,Trousdale County,37,0,4,3,30,149,52,84,13,1,373,11284,33.05565402
2121,OHIO,OH,Trumbull,Trumbull County,17,0,4,2,11,201,76,119,6,0,436,197974,2.202309394
2122,CALIFORNIA,CA,Tulare4,Tulare County,372,13,40,60,259,"1,976",627,"1,349",0,0,4696,466195,10.07303811
2123,OKLAHOMA,OK,Tulsa,Tulsa County,239,5,33,21,180,885,267,417,201,8,2256,651552,3.462501842
2124,MISSISSIPPI,MS,Tunica7,Tunica County,,3,,15,32,444,83,322,39,1,939,9632,97.48754153
2125,CALIFORNIA,CA,Tuolumne,Tuolumne County,169,2,52,11,104,555,272,271,12,3,1451,54478,26.63460479
2126,SOUTH DAKOTA,SD,Turner,Turner County,7,0,4,0,3,31,14,14,3,1,77,8384,9.184160305
2127,GEORGIA,GA,Turner,Turner County,1,0,0,0,1,46,23,17,6,0,94,7985,11.77207264
2128,ALABAMA,AL,Tuscaloosa,Tuscaloosa County,197,3,6,22,166,"1,371",361,831,179,0,3136,209355,14.97934131
2129,OHIO,OH,Tuscarawas,Tuscarawas County,18,0,7,1,10,284,68,193,23,2,606,91987,6.587887419
2130,MICHIGAN,MI,Tuscola,Tuscola County,51,1,21,0,29,153,46,94,13,0,408,52245,7.809359747
2131,GEORGIA,GA,Twiggs,Twiggs County,15,0,2,1,12,99,28,59,12,2,230,8120,28.32512315
2132,IDAHO,ID,Twin Falls,Twin Falls County,40,0,10,0,30,213,102,99,12,1,507,86878,5.8357697
2133,WEST VIRGINIA,WV,Tyler,Tyler County,11,0,0,0,11,7,4,3,0,0,36,8591,4.190431847
2134,TEXAS,TX,Tyler,Tyler County,67,1,9,3,54,254,145,76,33,9,651,21672,30.03875969
2135,NORTH CAROLINA,NC,Tyrrell,Tyrrell County,,0,,1,5,30,11,18,1,0,66,4016,16.43426295
2136,WYOMING,WY,Uinta,Uinta County,7,1,1,1,4,53,12,35,6,0,120,20226,5.932957579
2137,UTAH,UT,Uintah,Uintah County,32,1,8,0,23,212,80,116,16,2,490,35734,13.71243074
2138,NEW YORK,NY,Ulster,Ulster County,26,0,10,1,15,139,22,115,2,1,331,177573,1.86402212
2139,OREGON,OR,Umatilla,Umatilla County,33,1,4,8,20,405,133,210,62,4,880,77950,11.28928801
2140,TENNESSEE,TN,Unicoi,Unicoi County,27,1,1,4,21,106,29,65,12,1,267,17883,14.93038081
2154,ARKANSAS,AR,Union,Union County,51,1,4,4,42,278,43,197,38,3,661,38682,17.08805129
2153,NEW JERSEY,NJ,Union,Union County,0,0,0,0,0,0,0,0,0,0,0,556341,0
2152,OHIO,OH,Union,Union County,39,0,21,1,17,181,33,133,15,0,440,58988,7.459144233
2151,KENTUCKY,KY,Union,Union County,4,0,1,0,3,43,26,13,4,0,94,14381,6.536402197
2149,FLORIDA,FL,Union,Union County,33,0,2,3,28,67,29,36,2,1,201,15237,13.19157314
2148,GEORGIA,GA,Union,Union County,14,0,3,0,11,239,49,161,29,1,507,24511,20.68459059
2150,OREGON,OR,Union,Union County,14,1,1,1,11,114,18,86,10,0,256,26835,9.539780138
2146,PENNSYLVANIA,PA,Union,Union County,0,0,0,0,0,0,0,0,0,0,0,44923,0
2145,NEW MEXICO,NM,Union,Union County,7,1,3,0,3,9,2,6,1,,32,4059,7.883715201
2147,LOUISIANA,LA,Union,Union County,67,1,8,3,55,209,49,143,17,0,552,22108,24.96833725
2144,SOUTH DAKOTA,SD,Union,Union County,10,0,3,0,7,48,5,36,7,0,116,15932,7.280944012
2143,ILLINOIS,IL,Union,Union County,17,0,5,0,12,85,23,49,13,0,204,16653,12.25004504
2142,SOUTH CAROLINA,SC,Union,Union County,73,1,8,3,61,496,120,348,28,2,1140,27316,41.7337824
2141,TENNESSEE,TN,Union,Union County,35,0,6,1,28,218,57,139,22,2,508,19972,25.43560985
2155,TEXAS,TX,Upshur,Upshur County,74,4,6,2,62,235,121,92,22,0,618,41753,14.80133164
2156,WEST VIRGINIA,WV,Upshur,Upshur County,13,1,5,2,5,41,7,29,5,0,108,24176,4.467240238
2157,GEORGIA,GA,Upson,Upson County,22,0,1,2,19,303,48,223,32,0,650,26320,24.69604863
2158,TEXAS,TX,Upton,Upton County,1,0,0,0,1,18,0,16,2,1,39,3657,10.66447908
2159,UTAH,UT,Utah,Utah County,51,1,22,2,26,386,34,326,26,0,874,636235,1.373706256
2160,TEXAS,TX,Uvalde,Uvalde County,20,1,0,0,19,82,33,38,11,0,204,26741,7.628734901
2161,TEXAS,TX,Val Verde,Val Verde County,27,0,2,0,25,102,40,57,5,10,268,49025,5.466598674
2162,NEW MEXICO,NM,Valencia,Valencia County,391,0,31,14,346,966,367,457,142,,2714,76688,35.39015231
2163,MONTANA,MT,Valley,Valley County,9,1,6,0,2,21,7,12,2,0,60,7396,8.11249324
2164,NEBRASKA,NE,Valley,Valley County,2,0,0,0,2,11,0,11,0,0,26,4158,6.253006253
2165,IDAHO,ID,Valley,Valley County,15,0,7,0,8,70,22,47,1,1,171,11392,15.01053371
2166,MICHIGAN,MI,Van Buren,Van Buren County,110,2,30,2,76,460,155,268,37,8,1148,75677,15.16973453
2167,TENNESSEE,TN,Van Buren,Van Buren County,6,0,0,0,6,57,7,42,8,0,126,5872,21.45776567
2168,OHIO,OH,Van Wert,Van Wert County,25,1,7,0,17,105,36,61,8,1,261,28275,9.230769231
2169,TEXAS,TX,Van Zandt,Van Zandt County,1,0,0,1,0,156,70,67,19,0,314,56590,5.548683513
2170,INDIANA,IN,Vanderburgh,Vanderburgh County,43,0,9,6,28,614,87,485,42,3,1317,181451,7.25815785
2171,CALIFORNIA,CA,Ventura,Ventura County,141,3,19,21,98,697,154,473,70,7,1683,846006,1.989347593
2172,LOUISIANA,LA,Vermilion,Vermilion County,74,1,1,2,70,754,289,276,189,0,1656,59511,27.82678832
2173,ILLINOIS,IL,Vermilion,Vermilion County,87,3,20,5,59,414,139,256,19,0,1002,75758,13.22632593
2174,LOUISIANA,LA,Vernon,Vernon County,55,0,18,1,36,507,84,380,43,3,1127,47429,23.76183348
2175,WISCONSIN,WI,Vernon,Vernon County,10,0,0,0,10,66,11,51,4,3,155,30822,5.028875479
2176,MISSOURI,MO,Vernon,Vernon County,78,0,4,5,69,272,91,133,48,2,702,20563,34.1389875
2177,TEXAS,TX,Victoria,Victoria County,77,3,19,1,54,372,118,221,33,0,898,92084,9.751965597
2178,INDIANA,IN,Vigo,Vigo County,90,2,9,8,71,906,316,462,128,18,2010,107038,18.77837777
2179,WISCONSIN,WI,Vilas,Vilas County,8,0,1,1,6,120,24,93,3,0,256,22195,11.53412931
2180,OHIO,OH,Vinton,Vinton County,20,0,1,2,17,192,72,101,19,0,424,13085,32.40351548
2181,FLORIDA,FL,Volusia,Volusia County,570,9,88,94,379,"2,801",613,"1,933",255,21,6763,553284,12.22337895
2182,ILLINOIS,IL,Wabash,Wabash County,0,0,0,0,0,7,0,5,2,1,15,11520,1.302083333
2183,MINNESOTA,MN,Wabasha5,Wabasha County,7,0,2,0,5,46,8,32,6,0,106,21627,4.901280806
2184,MINNESOTA,MN,Wadena5,Wadena County,8,0,1,0,7,12,7,5,0,0,40,13682,2.923549189
2185,OKLAHOMA,OK,Wagoner,Wagoner County,53,0,6,4,43,382,133,192,57,4,874,81289,10.75176223
2186,WASHINGTON,WA,Wahkiakum,Wahkiakum County,7,0,0,0,7,47,12,35,0,0,108,4488,24.06417112
2187,FLORIDA,FL,Wakulla,Wakulla County,57,1,5,5,46,526,127,372,27,1,1167,33739,34.58905125
2188,MAINE,ME,Waldo,Waldo County,14,0,4,3,7,96,29,56,11,0,220,39715,5.539468715
2189,TEXAS,TX,Walker,Walker County,66,1,21,4,40,210,79,113,18,0,552,72971,7.56464897
2190,WASHINGTON,WA,Walla Walla,Walla Walla County,40,1,5,1,33,280,74,186,20,5,645,60760,10.61553654
2191,TEXAS,TX,Waller,Waller County,71,0,35,3,33,349,93,238,18,0,840,55246,15.2047207
2192,NORTH DAKOTA,ND,Walsh,Walsh County,9,0,1,0,8,82,23,43,16,2,184,10641,17.29160793
2193,GEORGIA,GA,Walton,Walton County,69,1,12,14,42,599,116,408,75,1,1337,94593,14.13423826
2194,FLORIDA,FL,Walton,Walton County,117,3,18,2,94,935,225,633,77,1,2105,74071,28.41867938
2196,SOUTH DAKOTA,SD,Walworth,Walworth County,3,0,2,0,1,4,1,2,1,0,14,5435,2.575896964
2195,WISCONSIN,WI,Walworth,Walworth County,9,0,8,0,1,131,26,91,14,4,284,103868,2.734239612
2197,NORTH DAKOTA,ND,Ward,Ward County,32,0,1,2,29,192,70,72,50,2,450,67641,6.65276977
2198,TEXAS,TX,Ward5,Ward County,29,0,1,0,28,160,44,112,4,0,378,11998,31.50525088
2199,GEORGIA,GA,Ware,Ware County,93,0,2,3,88,625,133,462,30,,1436,35734,40.18581743
2208,PENNSYLVANIA,PA,Warren,Warren County,0,0,0,0,0,0,0,0,0,0,0,39191,0
2206,GEORGIA,GA,Warren,Warren County,2,0,1,1,0,32,6,18,8,,68,5254,12.94251998
2205,NEW JERSEY,NJ,Warren,Warren County,0,0,0,0,0,0,0,0,0,0,0,105267,0
2204,MISSOURI,MO,Warren,Warren County,41,0,6,2,33,176,45,106,25,1,435,35649,12.20230582
2207,OHIO,OH,Warren,Warren County,51,0,10,4,37,741,96,586,59,1,1585,234602,6.756123136
2202,TENNESSEE,TN,Warren,Warren County,88,1,4,0,83,313,81,187,45,6,808,41277,19.57506602
2200,VIRGINIA,VA,Warren,Warren County,36,0,23,2,11,190,22,166,2,2,454,40164,11.30365501
2203,NEW YORK,NY,Warren,Warren County,47,0,23,5,19,472,34,431,7,3,1041,63944,16.27986989
2201,KENTUCKY,KY,Warren,Warren County,44,1,14,4,25,421,156,229,36,2,932,132896,7.013002649
2209,INDIANA,IN,Warrick,Warrick County,120,1,9,9,101,576,87,443,46,0,1392,62998,22.09593955
2210,UTAH,UT,Wasatch,Wasatch County,9,0,0,0,9,60,13,41,6,0,138,34091,4.047989205
2211,OREGON,OR,Wasco,Wasco County,27,1,1,1,24,120,31,68,21,1,295,26682,11.05614272
2212,MINNESOTA,MN,Waseca5,Waseca County,9,0,3,0,6,72,28,42,2,0,162,18612,8.704061896
2213,WYOMING,WY,Washakie,Washakie County,0,0,0,0,0,17,4,13,0,0,34,7805,4.356181935
2214,WISCONSIN,WI,Washburn,Washburn County,31,0,4,0,27,86,28,49,9,0,234,15720,14.88549618
2228,MARYLAND,MD,Washington,Washington County,313,3,16,32,262,"1,469",311,"1,100",58,0,3564,151049,23.59499235
2229,NEW YORK,NY,Washington,Washington County,25,0,14,3,8,156,26,126,4,1,363,61204,5.930984903
2230,KANSAS,KS,Washington,Washington County,4,0,0,0,4,5,1,3,1,0,18,5406,3.32963374
2231,FLORIDA,FL,Washington,Washington County,33,1,2,3,27,185,78,94,13,0,436,25473,17.11616221
2234,WISCONSIN,WI,Washington,Washington County,6,0,4,1,1,205,37,143,25,8,430,136034,3.160974462
2233,MAINE,ME,Washington,Washington County,10,0,3,1,6,99,24,64,11,0,218,31379,6.947321457
2227,MINNESOTA,MN,Washington,Washington County,53,0,23,5,25,643,109,483,51,0,1392,262440,5.304069502
2235,NEBRASKA,NE,Washington,Washington County,1,0,0,0,1,91,8,72,11,0,184,20729,8.876453278
2232,UTAH,UT,Washington,Washington County,36,0,6,1,29,119,31,72,16,1,311,177556,1.751560071
2226,LOUISIANA,LA,Washington,Washington County,182,0,24,7,151,612,183,373,56,2,1590,46194,34.42005455
2224,COLORADO,CO,Washington,Washington County,2,0,2,0,0,56,4,47,5,0,116,4908,23.63488183
2223,OHIO,OH,Washington,Washington County,31,0,15,1,15,273,89,165,19,2,610,59911,10.18176962
2222,PENNSYLVANIA,PA,Washington,Washington County,2,0,0,0,2,1,0,1,0,0,6,206865,0.029004423
2221,VIRGINIA,VA,Washington,Washington County,52,3,9,3,37,730,100,578,52,0,1564,53740,29.10308895
2220,ARKANSAS,AR,Washington3,Washington County,,,21,1,149,509,167,272,70,2,1191,239187,4.979367608
2219,OREGON,OR,Washington,Washington County,405,3,131,39,232,"2,280",358,"1,627",295,28,5398,601592,8.972858682
2218,MISSOURI,MO,Washington,Washington County,64,0,8,1,55,466,140,252,74,2,1062,24730,42.94379296
2217,TEXAS,TX,Washington5,Washington County,39,0,14,4,21,90,29,53,8,1,259,35882,7.218103785
2216,VERMONT,VT,Washington,Washington County,0,0,0,0,0,0,0,0,0,0,0,58409,0
2215,KENTUCKY,KY,Washington,Washington County,3,0,0,0,3,31,8,14,9,0,68,12095,5.622157916
2225,TENNESSEE,TN,Washington,Washington County,208,2,18,5,183,716,196,425,95,0,1848,129375,14.28405797
2236,OKLAHOMA,OK,Washita,Washita County,13,1,3,0,9,67,18,40,9,0,160,10916,14.65738366
2237,NEVADA,NV,Washoe,Washoe County,168,6,45,12,105,637,162,404,71,6,1616,471519,3.427221385
2238,MICHIGAN,MI,Washtenaw,Washtenaw County,524,6,70,47,401,"1,359",287,941,131,17,3783,367601,10.29104926
2239,NORTH CAROLINA,NC,Watauga,Watauga County,,0,,1,10,253,38,204,11,1,518,56177,9.22085551
2240,MINNESOTA,MN,Watonwan,Watonwan County,6,0,3,0,3,39,15,21,3,0,90,10897,8.259153896
2241,WISCONSIN,WI,Waukesha,Waukesha County,56,0,0,3,53,320,59,237,24,2,754,404198,1.865422392
2242,WISCONSIN,WI,Waupaca,Waupaca County,65,0,18,0,47,346,62,264,20,0,822,50990,16.120808
2243,WISCONSIN,WI,Waushara,Waushara County,18,0,4,0,14,151,23,123,5,1,339,24443,13.86900135
2244,KENTUCKY,KY,Wayne,Wayne County,0,0,0,0,0,42,14,16,12,1,85,20333,4.1803964
2245,MICHIGAN,MI,Wayne,Wayne County,1,0,0,0,1,4,0,4,0,0,10,1749343,0.005716432
2246,MISSOURI,MO,Wayne,Wayne County,29,3,2,0,24,198,65,110,23,0,454,12873,35.26761439
2247,NEBRASKA,NE,Wayne,Wayne County,2,0,0,0,2,15,5,7,3,0,34,9385,3.622802344
2248,PENNSYLVANIA,PA,Wayne,Wayne County,0,0,0,0,0,0,0,0,0,0,0,51361,0
2249,NEW YORK,NY,Wayne,Wayne County,54,4,19,4,27,393,82,299,12,1,895,89918,9.953513201
2250,INDIANA,IN,Wayne,Wayne County,12,0,7,0,5,118,35,73,10,,260,65884,3.946329913
2251,TENNESSEE,TN,Wayne,Wayne County,12,0,3,0,9,65,7,47,11,0,154,16673,9.236490134
2252,GEORGIA,GA,Wayne,Wayne County,135,1,10,9,115,730,171,531,28,0,1730,29927,57.80733117
2253,OHIO,OH,Wayne,Wayne County,46,1,13,2,30,478,149,281,48,3,1051,115710,9.083052459
2254,TENNESSEE,TN,Weakley,Weakley County,36,1,1,2,32,89,33,48,8,1,251,33328,7.531204993
2255,TEXAS,TX,Webb,Webb County,71,0,10,4,57,250,95,155,0,1,643,276652,2.324219597
2256,UTAH,UT,Weber,Weber County,66,0,23,8,35,874,225,584,65,4,1884,260213,7.240222433
2260,NEBRASKA,NE,Webster,Webster County,0,0,0,0,0,16,11,4,1,,32,3487,9.176942931
2259,GEORGIA,GA,Webster,Webster County,2,0,0,0,2,1,1,0,0,0,6,2607,2.301495972
2261,MISSOURI,MO,Webster,Webster County,13,3,3,3,4,170,52,89,29,0,366,39592,9.244291776
2257,KENTUCKY,KY,Webster,Webster County,1,0,0,0,1,11,2,8,1,0,24,12942,1.854427446
